59745	14395
59745	57034
59745	67503
59745	134375
59745	170452
59745	220513
67503	134375
67503	170452
6545	5
6545	13105
6545	14395
6545	67503
6545	134375
6545	170452
6545	220513
14395	5
14395	6545
14395	13105
14395	15407
14395	19978
14395	26392
14395	31063
14395	57034
14395	59745
14395	67503
14395	71155
14395	76684
14395	83299
14395	86788
14395	91194
14395	98788
14395	102360
14395	134375
14395	170452
14395	211621
14395	220513
6	6540
6	59742
59742	6
59742	57036
6540	6
6540	13096
7	45366
7	123814
7	149627
7	194146
7	198520
7	240934
240934	162934
198520	699
198520	18583
198520	35536
198520	36363
198520	38749
198520	48110
198520	64908
198520	68513
198520	96375
198520	99810
198520	101796
198520	113338
198520	113578
198520	117572
198520	125401
198520	126956
198520	128387
198520	129285
198520	130762
198520	167656
198520	167742
198520	177783
198520	181626
198520	192045
198520	192738
198520	199307
198520	212031
198520	226948
198520	231140
198520	234704
198520	235081
198520	238700
198520	245499
198520	257209
198520	275632
198520	281600
194146	168991
149627	197122
149627	264887
123814	76
123814	7411
123814	20530
123814	44679
123814	71962
123814	96879
123814	98031
123814	133047
123814	204298
123814	206031
123814	237051
123814	237599
123814	240570
123814	268317
123814	274404
123814	276125
45366	7
8	35084
8	41117
8	58764
8	86240
8	222332
8	248139
8	270771
270771	3163
270771	11506
270771	35084
270771	41117
270771	56742
270771	58764
270771	82011
270771	84369
270771	111274
270771	114581
270771	136340
270771	146722
270771	168189
270771	177160
270771	215344
270771	225552
270771	238557
270771	253108
248139	3163
248139	11506
248139	35084
248139	41117
248139	56742
248139	58764
248139	82011
248139	84369
248139	111274
248139	114581
248139	146722
248139	168189
248139	177160
248139	215344
248139	225552
248139	270771
222332	3163
222332	11506
222332	35084
222332	41117
222332	47331
222332	56742
222332	58764
222332	82011
222332	84369
222332	111274
222332	114581
222332	146722
222332	168189
222332	177160
222332	215344
222332	225552
222332	238557
222332	239395
222332	249492
222332	270771
86240	3163
86240	11506
86240	35084
86240	41117
86240	56742
86240	58764
86240	82011
86240	84369
86240	111274
86240	114581
86240	146722
86240	168189
86240	177160
86240	182730
86240	215344
86240	225552
86240	252737
86240	270771
41117	3163
41117	11506
41117	35084
41117	45972
41117	56742
41117	58764
41117	82011
41117	84369
41117	89504
41117	111274
41117	114581
41117	146722
41117	147257
41117	168189
41117	177160
41117	215344
41117	225552
41117	270771
58764	3163
58764	11506
58764	35084
58764	41117
58764	56742
58764	56858
58764	57657
58764	60698
58764	82011
58764	84369
58764	111274
58764	114581
58764	146722
58764	149613
58764	152125
58764	168189
58764	168433
58764	177160
58764	179169
58764	215344
58764	217864
58764	225552
58764	234036
58764	270771
35084	3163
35084	11506
35084	23523
35084	41117
35084	42654
35084	56742
35084	58764
35084	66345
35084	82011
35084	84017
35084	84369
35084	110731
35084	111274
35084	114581
35084	146722
35084	152125
35084	168189
35084	177160
35084	198551
35084	215344
35084	217864
35084	225552
35084	234036
35084	257920
35084	270771
9	32423
32423	2919
32423	17161
32423	48266
32423	57149
32423	60831
32423	65551
32423	74529
32423	76809
32423	82382
32423	174822
32423	226411
32423	239981
32423	243146
32423	279589
10	6536
10	55087
10	118572
118572	10
118572	55087
118572	122236
55087	70563
6536	10
6536	55087
6536	57038
11	149993
149993	11
149993	3094
149993	21629
149993	153442
149993	160198
12	68889
12	95163
12	136821
12	251796
12	272442
251796	68889
251796	95163
251796	136821
251796	272442
272442	68889
272442	95163
272442	136821
272442	251796
136821	52915
136821	68889
136821	95163
136821	132852
136821	161355
136821	181567
136821	183180
136821	201898
136821	216344
136821	222686
136821	246568
136821	251796
136821	272442
136821	273978
95163	68889
95163	136821
95163	251796
95163	272442
68889	37250
68889	56758
68889	95163
68889	136821
68889	182236
68889	215179
68889	216749
68889	224484
68889	241952
68889	251796
68889	272442
68889	281180
13	41825
13	76448
13	180949
180949	13
180949	41825
180949	76448
76448	13
76448	41825
76448	180949
41825	13
41825	76448
41825	180949
14	34573
14	38342
14	81435
14	105607
14	167295
14	198090
14	214128
14	226411
14	234704
14	245659
214128	13239
214128	18546
214128	28600
214128	42226
214128	91081
214128	104767
214128	105607
214128	178672
214128	184056
214128	201501
214128	209959
214128	227979
214128	253840
214128	276723
214128	278481
214128	279368
226411	91
226411	32833
226411	38949
226411	41122
226411	51599
226411	52022
226411	60440
226411	84298
226411	96358
226411	99759
226411	112742
226411	118244
226411	145892
226411	151428
226411	161890
226411	185472
226411	208542
226411	222873
226411	239874
226411	273989
234704	23178
234704	36110
234704	88659
234704	93278
234704	105607
234704	123871
234704	132695
234704	136444
234704	138302
234704	139976
234704	142475
234704	168387
234704	179606
234704	187555
234704	197211
234704	211401
234704	212877
234704	214007
234704	226411
234704	229966
234704	234946
234704	248147
234704	268240
245659	12962
245659	17954
245659	34573
245659	35240
245659	38342
245659	74902
245659	81435
245659	84908
245659	105607
245659	113385
245659	113888
245659	122570
245659	154291
245659	159247
245659	167295
245659	198090
245659	214128
245659	226411
245659	226569
245659	234704
245659	242285
198090	837
198090	13239
198090	18546
198090	25791
198090	28600
198090	49886
198090	56857
198090	104767
198090	105607
198090	127278
198090	178645
198090	200345
198090	222402
198090	227979
198090	238416
198090	263471
198090	273817
198090	279368
198090	279653
167295	18095
167295	38342
167295	51080
167295	112640
167295	153582
167295	164079
167295	176605
167295	205715
167295	209963
167295	229011
167295	245520
167295	274944
81435	13239
81435	18546
81435	28600
81435	104767
81435	105351
81435	105607
81435	150705
81435	157709
81435	160401
81435	210784
81435	227979
81435	250159
81435	261002
81435	267010
81435	268136
81435	279368
105607	2301
105607	2836
105607	9729
105607	13239
105607	18546
105607	28600
105607	42226
105607	47267
105607	67513
105607	74991
105607	81435
105607	104767
105607	108809
105607	126333
105607	138478
105607	146255
105607	160401
105607	163229
105607	167057
105607	174589
105607	178672
105607	193194
105607	198090
105607	209959
105607	210784
105607	214128
105607	227979
105607	231071
105607	242507
105607	250534
105607	267010
105607	276723
105607	278983
105607	279368
105607	280607
38342	311
38342	8606
38342	12962
38342	17954
38342	34573
38342	35240
38342	60981
38342	74902
38342	81435
38342	84908
38342	105607
38342	108320
38342	113385
38342	113888
38342	122570
38342	154291
38342	159247
38342	167295
38342	175835
38342	180763
38342	198090
38342	214128
38342	226411
38342	226569
38342	234704
38342	242285
38342	245659
34573	38342
34573	97376
34573	103445
34573	167295
34573	208209
34573	221045
34573	226058
15	214109
214109	15
214109	6341
214109	9544
214109	15719
214109	28809
214109	34302
214109	40830
214109	48556
214109	54036
214109	59029
214109	60097
214109	68031
214109	69313
214109	70674
214109	73107
214109	74249
214109	76007
214109	86430
214109	88106
214109	89483
214109	89848
214109	93442
214109	95192
214109	95892
214109	100174
214109	102101
214109	112987
214109	115474
214109	121311
214109	122405
214109	125655
214109	126627
214109	149126
214109	154253
214109	156138
214109	163116
214109	165732
214109	165869
214109	173541
214109	174653
214109	186698
214109	195288
214109	195781
214109	203567
214109	204879
214109	205736
214109	206815
214109	208925
214109	210283
214109	213740
214109	229441
214109	248582
214109	256227
214109	258809
214109	265652
214109	267410
214109	269247
214109	273564
214109	274619
214109	279573
214109	280793
214109	281513
16	19955
16	25301
16	61790
16	65322
16	101424
16	234568
234568	16
234568	157159
234568	215301
234568	262255
101424	19955
101424	61790
101424	106740
101424	157159
61790	16
61790	1145
61790	5430
61790	6562
61790	13085
61790	15396
61790	19955
61790	21036
61790	25301
61790	26376
61790	27475
61790	32252
61790	39601
61790	42184
61790	44257
61790	49456
61790	50523
61790	53819
61790	58635
61790	64271
61790	65322
61790	69254
61790	74334
61790	77992
61790	80205
61790	81370
61790	84255
61790	88701
61790	94578
61790	100309
61790	101424
61790	104226
61790	105300
61790	106740
61790	107877
61790	111084
61790	112166
61790	118724
61790	122067
61790	126539
61790	127617
61790	130714
61790	131813
61790	132992
61790	138552
61790	249514
61790	254483
61790	256671
61790	260744
61790	261893
61790	266351
61790	268862
61790	275343
61790	276458
61790	281741
65322	16
65322	19955
65322	50523
65322	61790
65322	101424
65322	262255
19955	5430
19955	61790
19955	101424
19955	219113
25301	16
25301	19955
25301	61790
25301	101424
25301	130714
25301	215301
17	24306
17	34573
17	38342
17	41643
17	52013
17	52962
17	54732
17	55175
17	57467
17	66434
17	81435
17	94594
17	105607
17	129421
17	141904
17	142953
17	150611
17	166220
17	167295
17	180906
17	186865
17	190691
17	192858
17	198090
17	200870
17	203575
17	214128
17	223094
17	226411
17	230785
17	231650
17	234704
17	244189
17	245659
17	271588
17	280828
271588	34573
271588	38342
271588	81435
271588	105607
271588	167295
271588	198090
271588	214128
271588	226411
271588	234704
271588	245659
280828	34573
280828	38342
280828	81435
280828	105607
280828	167295
280828	198090
280828	214128
280828	226411
280828	234704
280828	245659
244189	34573
244189	38342
244189	81435
244189	105607
244189	167295
244189	198090
244189	214128
244189	226411
244189	234704
244189	245659
231650	34573
231650	38342
231650	81435
231650	105607
231650	167295
231650	198090
231650	214128
231650	226411
231650	234704
231650	245659
223094	34573
223094	38342
223094	81435
223094	105607
223094	167295
223094	198090
223094	214128
223094	226411
223094	234704
223094	245659
230785	34573
230785	38342
230785	81435
230785	105607
230785	167295
230785	198090
230785	214128
230785	226411
230785	234704
230785	245659
190691	34573
190691	38342
190691	81435
190691	105607
190691	167295
190691	198090
190691	214128
190691	226411
190691	234704
190691	245659
192858	24306
192858	34573
192858	38342
192858	55175
192858	81435
192858	105607
192858	129421
192858	150611
192858	166220
192858	167295
192858	186865
192858	190691
192858	198090
192858	200870
192858	203575
192858	214128
192858	226411
192858	234704
192858	244189
192858	245659
203575	24306
203575	34573
203575	38342
203575	55175
203575	81435
203575	105607
203575	129421
203575	150611
203575	166220
203575	167295
203575	186865
203575	190691
203575	192858
203575	198090
203575	200870
203575	214128
203575	226411
203575	234704
203575	244189
203575	245659
200870	24306
200870	34573
200870	38342
200870	55175
200870	81435
200870	105607
200870	129421
200870	150611
200870	166220
200870	167295
200870	186865
200870	190691
200870	192858
200870	198090
200870	203575
200870	214128
200870	226411
200870	234704
200870	244189
200870	245659
186865	24306
186865	34573
186865	38342
186865	55175
186865	81435
186865	105607
186865	129421
186865	150611
186865	166220
186865	167295
186865	190691
186865	192858
186865	198090
186865	200870
186865	203575
186865	214128
186865	226411
186865	234704
186865	244189
186865	245659
180906	34573
180906	38342
180906	81435
180906	105607
180906	167295
180906	198090
180906	214128
180906	226411
180906	234704
180906	245659
166220	24306
166220	34573
166220	38342
166220	55175
166220	81435
166220	105607
166220	129421
166220	150611
166220	167295
166220	186865
166220	190691
166220	192858
166220	198090
166220	200870
166220	203575
166220	214128
166220	226411
166220	234704
166220	244189
166220	245659
150611	24306
150611	34573
150611	38342
150611	55175
150611	81435
150611	105607
150611	129421
150611	166220
150611	167295
150611	186865
150611	190691
150611	192858
150611	198090
150611	200870
150611	203575
150611	214128
150611	226411
150611	234704
150611	244189
150611	245659
142953	34573
142953	38342
142953	81435
142953	105607
142953	167295
142953	198090
142953	214128
142953	226411
142953	234704
142953	245659
141904	24306
141904	34573
141904	38342
141904	41643
141904	52013
141904	52962
141904	54732
141904	55175
141904	57467
141904	66434
141904	81435
141904	94594
141904	105607
141904	129421
141904	142953
141904	150611
141904	166220
141904	167295
141904	180906
141904	186865
141904	190691
141904	192858
141904	198090
141904	200870
141904	203575
141904	214128
141904	223094
141904	226411
141904	230785
141904	231650
141904	234704
141904	244189
141904	245659
141904	271588
141904	280828
129421	24306
129421	34573
129421	38342
129421	55175
129421	81435
129421	105607
129421	150611
129421	166220
129421	167295
129421	186865
129421	190691
129421	192858
129421	198090
129421	200870
129421	203575
129421	214128
129421	226411
129421	234704
129421	244189
129421	245659
94594	34573
94594	38342
94594	81435
94594	105607
94594	167295
94594	198090
94594	214128
94594	226411
94594	234704
94594	245659
55175	24306
55175	34573
55175	38342
55175	81435
55175	105607
55175	129421
55175	150611
55175	166220
55175	167295
55175	186865
55175	190691
55175	192858
55175	198090
55175	200870
55175	203575
55175	214128
55175	226411
55175	234704
55175	244189
55175	245659
54732	34573
54732	38342
54732	81435
54732	105607
54732	167295
54732	198090
54732	214128
54732	226411
54732	234704
54732	245659
52013	34573
52013	38342
52013	81435
52013	105607
52013	167295
52013	198090
52013	214128
52013	226411
52013	234704
52013	245659
66434	34573
66434	38342
66434	81435
66434	105607
66434	167295
66434	198090
66434	214128
66434	226411
66434	234704
66434	245659
57467	34573
57467	38342
57467	81435
57467	105607
57467	167295
57467	198090
57467	214128
57467	226411
57467	234704
57467	245659
52962	34573
52962	38342
52962	81435
52962	105607
52962	167295
52962	198090
52962	214128
52962	226411
52962	234704
52962	245659
41643	34573
41643	38342
41643	81435
41643	105607
41643	167295
41643	198090
41643	214128
41643	226411
41643	234704
41643	245659
24306	34573
24306	38342
24306	55175
24306	81435
24306	105607
24306	129421
24306	150611
24306	166220
24306	167295
24306	186865
24306	190691
24306	192858
24306	198090
24306	200870
24306	203575
24306	214128
24306	226411
24306	234704
24306	244189
24306	245659
18	13084
18	72208
72208	18
72208	92072
13084	18
13084	46400
19	2040
19	23813
19	111516
19	130832
19	168793
19	170290
19	185302
19	186066
19	193561
19	226411
19	231910
19	236225
19	239607
19	244916
19	251990
19	277163
19	277993
277993	2040
277993	7621
277993	22272
277993	23813
277993	68059
277993	92929
277993	97165
277993	111516
277993	122817
277993	170290
277993	185302
277993	186066
277993	193561
277993	201856
277993	202402
277993	205398
277993	208890
277993	226411
277993	231910
277993	236225
277993	239607
277993	244031
277993	244916
277993	251990
277993	273381
277993	277163
277163	2040
277163	11760
277163	15779
277163	23813
277163	59690
277163	66909
277163	90978
277163	111516
277163	168793
277163	170290
277163	175094
277163	185302
277163	186066
277163	193561
277163	199332
277163	226411
277163	231910
277163	236225
277163	239607
277163	244460
277163	244916
277163	249280
277163	250744
277163	251990
277163	254355
277163	277993
251990	6103
251990	11104
251990	17750
251990	20385
251990	21540
251990	22148
251990	24944
251990	25979
251990	31356
251990	33944
251990	50137
251990	60336
251990	61721
251990	63133
251990	64953
251990	67424
251990	68379
251990	72001
251990	75137
251990	76992
251990	78600
251990	81056
251990	86103
251990	86291
251990	87431
251990	89408
251990	95215
251990	95489
251990	96186
251990	101845
251990	106106
251990	106843
251990	114994
251990	118862
251990	121413
251990	121421
251990	123134
251990	125121
251990	130832
251990	131751
251990	132434
251990	134957
251990	137186
251990	137690
251990	138363
251990	140957
251990	141048
251990	141384
251990	143274
251990	143470
251990	148630
251990	152822
251990	153727
251990	154423
251990	160449
251990	164505
251990	166468
251990	170821
251990	171755
251990	177966
251990	178807
251990	181152
251990	183663
251990	186604
251990	189747
251990	194454
251990	195362
251990	196290
251990	196782
251990	199881
251990	201195
251990	202033
251990	204569
251990	215901
251990	219612
251990	220145
251990	221346
251990	225202
251990	226411
251990	226461
251990	234058
251990	237510
251990	239896
251990	244030
251990	244238
251990	245066
251990	250762
251990	251295
251990	255781
251990	257620
251990	260988
251990	263153
251990	265387
251990	266402
251990	268087
251990	271205
251990	275488
251990	279571
231910	2040
231910	13651
231910	23813
231910	43323
231910	45807
231910	111516
231910	133292
231910	168793
231910	170290
231910	185302
231910	186066
231910	193561
231910	218656
231910	226411
231910	236225
231910	239607
231910	244916
231910	251990
231910	277163
231910	277993
236225	2040
236225	12663
236225	23813
236225	111516
236225	168793
236225	170290
236225	185302
236225	186066
236225	226411
236225	231910
236225	239607
236225	244916
236225	251990
236225	277163
236225	277993
239607	2040
239607	12663
239607	34743
239607	43323
239607	45807
239607	111516
239607	168793
239607	170290
239607	186066
239607	191225
239607	226411
239607	236225
239607	244916
239607	251990
244916	2040
244916	14095
244916	23410
244916	43323
244916	86528
244916	91049
244916	111112
244916	111516
244916	165348
244916	168793
244916	170290
244916	186066
244916	186293
244916	211898
244916	226411
244916	236225
244916	239607
244916	255635
244916	267806
244916	269868
193561	2040
193561	12663
193561	23813
193561	111516
193561	168793
193561	170290
193561	185302
193561	186066
193561	226411
193561	231910
193561	236225
193561	239607
193561	244916
193561	251990
193561	254355
193561	277163
193561	277993
185302	19
185302	2040
185302	22511
185302	23813
185302	39867
185302	64593
185302	78331
185302	79560
185302	111516
185302	132693
185302	139138
185302	160831
185302	168793
185302	170290
185302	184266
185302	186066
185302	190803
185302	193561
185302	194454
185302	205283
185302	205398
185302	226411
185302	231910
185302	236225
185302	239607
185302	244916
185302	247430
185302	249387
185302	251990
185302	254350
185302	277163
185302	277993
186066	2040
186066	42883
186066	77311
186066	91049
186066	111516
186066	168793
186066	170290
186066	201875
186066	226411
186066	236225
186066	239607
186066	242000
186066	244916
186066	251990
186066	265135
168793	2040
168793	51052
168793	111516
168793	170290
168793	186066
168793	224434
168793	226411
168793	236225
168793	239607
168793	244916
168793	251990
170290	2040
170290	11760
170290	90978
170290	111516
170290	168793
170290	186066
170290	226411
170290	235247
170290	236225
170290	239607
170290	244916
170290	251990
170290	259094
170290	281196
130832	20061
130832	63856
130832	72001
130832	121421
130832	137690
130832	204569
130832	224434
130832	226411
130832	251990
130832	265387
130832	271205
111516	2040
111516	8964
111516	152264
111516	168793
111516	170290
111516	186066
111516	193561
111516	226411
111516	239607
111516	244916
23813	2040
23813	111516
23813	168793
23813	170290
23813	185302
23813	186066
23813	226411
23813	231910
23813	236225
23813	239607
23813	244916
23813	251990
23813	277163
23813	277993
2040	111516
2040	168793
2040	170290
2040	186066
2040	226411
2040	236225
2040	239607
2040	244916
2040	251990
20	2656
20	9600
20	36829
20	146060
20	175144
20	195916
195916	80
195916	2656
195916	3156
195916	4723
195916	5247
195916	9580
195916	9600
195916	14020
195916	15363
195916	16492
195916	17716
195916	18093
195916	21598
195916	22063
195916	24584
195916	25320
195916	27489
195916	28703
195916	29922
195916	30656
195916	31116
195916	34455
195916	35951
195916	36829
195916	37003
195916	37752
195916	39033
195916	40092
195916	42802
195916	47764
195916	49476
195916	49489
195916	50538
195916	52583
195916	52882
195916	53286
195916	56067
195916	56723
195916	59874
195916	60954
195916	61128
195916	64364
195916	64600
195916	69696
195916	70201
195916	73162
195916	74760
195916	77653
195916	78103
195916	78181
195916	80432
195916	80729
195916	80959
195916	81284
195916	81912
195916	84166
195916	85236
195916	85450
195916	85741
195916	85892
195916	87459
195916	88110
195916	88318
195916	88745
195916	88925
195916	90359
195916	91693
195916	94142
195916	94512
195916	96138
195916	97220
195916	99765
195916	101101
195916	101753
195916	105102
195916	105328
195916	105436
195916	107111
195916	110984
195916	111098
195916	111682
195916	112268
195916	112616
195916	113744
195916	114844
195916	117291
195916	121378
195916	123539
195916	123593
195916	127715
195916	128110
195916	132880
195916	133189
195916	135428
195916	135543
195916	135896
195916	136189
195916	137778
195916	140713
195916	143088
195916	143920
195916	144756
195916	146060
195916	146511
195916	147616
195916	149416
195916	149784
195916	153139
195916	155811
195916	155849
195916	157399
195916	160209
195916	160454
195916	161487
195916	163294
195916	165180
195916	167307
195916	168094
195916	169090
195916	170543
195916	171651
195916	171986
195916	174403
195916	174982
195916	175144
195916	177277
195916	178723
195916	178877
195916	179398
195916	182746
195916	183676
195916	183870
195916	184565
195916	185092
195916	187691
195916	190468
195916	191689
195916	194347
195916	194369
195916	194470
195916	195041
195916	197242
195916	198004
195916	201226
195916	204368
195916	207959
195916	211962
195916	213089
195916	213249
195916	213303
195916	215788
195916	217571
195916	218967
195916	220956
195916	222042
195916	222269
195916	222296
195916	223108
195916	223846
195916	226855
195916	227122
195916	228471
195916	229260
195916	229822
195916	231256
195916	231797
195916	231902
195916	234266
195916	234382
195916	235426
195916	236876
195916	239225
195916	239563
195916	240214
195916	241429
195916	242308
195916	242847
195916	246215
195916	247219
195916	248231
195916	249067
195916	250016
195916	250164
195916	250572
195916	252500
195916	253031
195916	255793
195916	255837
195916	258066
195916	258538
195916	258774
195916	258848
195916	259217
195916	259904
195916	260330
195916	261543
195916	261549
195916	262269
195916	267292
195916	268291
195916	269501
195916	269837
195916	275712
195916	276059
195916	276280
195916	277367
195916	279516
195916	279577
195916	280213
195916	280264
195916	280981
146060	20
146060	2656
146060	9600
146060	36829
146060	175144
146060	195916
175144	20
175144	108
175144	2656
175144	5365
175144	5517
175144	5548
175144	6488
175144	8027
175144	9600
175144	9613
175144	10262
175144	13754
175144	13882
175144	14580
175144	22222
175144	32412
175144	32576
175144	33662
175144	34591
175144	36829
175144	37729
175144	43312
175144	43945
175144	45184
175144	45497
175144	46464
175144	48336
175144	54483
175144	54999
175144	56286
175144	56436
175144	59460
175144	61373
175144	61833
175144	66246
175144	66707
175144	67316
175144	68680
175144	68906
175144	73872
175144	77250
175144	77586
175144	78030
175144	78370
175144	80308
175144	83581
175144	83638
175144	83846
175144	87088
175144	87231
175144	88868
175144	88950
175144	94872
175144	95396
175144	95933
175144	96288
175144	99886
175144	101787
175144	102376
175144	107419
175144	108715
175144	108921
175144	109076
175144	109274
175144	110206
175144	110235
175144	116677
175144	120019
175144	120361
175144	120501
175144	123114
175144	123171
175144	123519
175144	125944
175144	127522
175144	131107
175144	135534
175144	135808
175144	135816
175144	135840
175144	137996
175144	138822
175144	139311
175144	141622
175144	147768
175144	150896
175144	151673
175144	154335
175144	159099
175144	161309
175144	162493
175144	162625
175144	162957
175144	163159
175144	163296
175144	166928
175144	167920
175144	168886
175144	169856
175144	169914
175144	170420
175144	170757
175144	171079
175144	171935
175144	172661
175144	172852
175144	174213
175144	174864
175144	175178
175144	176039
175144	177284
175144	179254
175144	184265
175144	185075
175144	187924
175144	189122
175144	189364
175144	194057
175144	195916
175144	197710
175144	200770
175144	205291
175144	213021
175144	213209
175144	214465
175144	215161
175144	218109
175144	221626
175144	221785
175144	225511
175144	225888
175144	229916
175144	230181
175144	232795
175144	238512
175144	240280
175144	242244
175144	244513
175144	247511
175144	248001
175144	248367
175144	248685
175144	255025
175144	256100
175144	258429
175144	259444
175144	261080
175144	262013
175144	263076
175144	265294
175144	265466
175144	266867
175144	267129
175144	268555
175144	268677
175144	269011
175144	271437
175144	273225
175144	279044
36829	2656
36829	9600
36829	33486
36829	41383
36829	58918
36829	67019
36829	81987
36829	88275
36829	88458
36829	99761
36829	100332
36829	113388
36829	120974
36829	122793
36829	122851
36829	175144
36829	192474
36829	195916
36829	226580
36829	229449
36829	245969
36829	247040
2656	80
2656	3156
2656	4723
2656	5247
2656	9580
2656	9600
2656	14020
2656	15363
2656	16492
2656	17716
2656	18093
2656	21598
2656	22063
2656	24584
2656	25320
2656	27489
2656	28703
2656	29922
2656	30656
2656	31116
2656	34455
2656	35951
2656	36829
2656	37003
2656	37752
2656	39033
2656	40092
2656	42802
2656	47764
2656	49476
2656	49489
2656	50538
2656	52583
2656	52882
2656	53286
2656	56067
2656	56723
2656	59874
2656	60954
2656	61128
2656	64364
2656	64600
2656	69696
2656	70201
2656	73162
2656	74760
2656	77653
2656	78103
2656	78181
2656	80432
2656	80729
2656	80959
2656	81284
2656	81912
2656	84166
2656	85236
2656	85450
2656	85741
2656	85892
2656	87459
2656	88110
2656	88318
2656	88745
2656	88925
2656	90359
2656	91693
2656	94142
2656	94512
2656	96138
2656	97220
2656	99765
2656	101101
2656	101753
2656	105102
2656	105328
2656	105436
2656	107111
2656	110984
2656	111098
2656	111682
2656	112268
2656	112616
2656	113744
2656	114844
2656	117291
2656	121378
2656	123539
2656	123593
2656	127715
2656	128110
2656	132880
2656	133189
2656	135428
2656	135543
2656	135896
2656	136189
2656	137778
2656	140713
2656	143088
2656	143920
2656	144756
2656	146060
2656	146511
2656	147616
2656	149416
2656	149784
2656	153139
2656	155811
2656	155849
2656	157399
2656	160209
2656	160454
2656	161487
2656	163294
2656	165180
2656	167307
2656	168094
2656	169090
2656	170543
2656	171651
2656	171986
2656	174403
2656	174982
2656	175144
2656	177277
2656	178723
2656	178877
2656	179398
2656	182746
2656	183676
2656	183870
2656	184565
2656	185092
2656	187691
2656	190468
2656	191689
2656	194347
2656	194369
2656	194470
2656	195041
2656	195916
2656	197242
2656	198004
2656	201226
